date_dt,date,dia_semana,faturamento_diario
2021-06-13,2021-06-13,Domingo,85797.95
2021-06-14,2021-06-14,Segunda-feira,496.5
2021-06-15,2021-06-15,Terça-feira,45883.149999999994
2021-06-16,2021-06-16,Quarta-feira,0.0
2021-06-17,2021-06-17,Quinta-feira,72829.01000000001
2021-06-18,2021-06-18,Sexta-feira,27703.66
2021-06-19,2021-06-19,Sábado,76789.95
2021-06-20,2021-06-20,Domingo,0.0
2021-06-21,2021-06-21,Segunda-feira,36284.13
2021-06-22,2021-06-22,Terça-feira,68796.59
2021-06-23,2021-06-23,Quarta-feira,60548.9
2021-06-24,2021-06-24,Quinta-feira,0.0
2021-06-25,2021-06-25,Sexta-feira,71193.35
2021-06-26,2021-06-26,Sábado,58258.700000000004
2021-06-27,2021-06-27,Domingo,72014.56
2021-06-28,2021-06-28,Segunda-feira,3488.04
2021-06-29,2021-06-29,Terça-feira,65237.659999999996
2021-06-30,2021-06-30,Quarta-feira,37017.11
2021-07-01,2021-07-01,Quinta-feira,48902.979999999996
2021-07-02,2021-07-02,Sexta-feira,19153.34
2021-07-03,2021-07-03,Sábado,0.0
2021-07-04,2021-07-04,Domingo,105257.5
2021-07-05,2021-07-05,Segunda-feira,120884.33
2021-07-06,2021-07-06,Terça-feira,34701.45
2021-07-07,2021-07-07,Quarta-feira,36648.87
2021-07-08,2021-07-08,Quinta-feira,0.0
2021-07-09,2021-07-09,Sexta-feira,100960.1
2021-07-10,2021-07-10,Sábado,225580.03999999998
2021-07-11,2021-07-11,Domingo,78693.89
2021-07-12,2021-07-12,Segunda-feira,36871.9
2021-07-13,2021-07-13,Terça-feira,0.0
2021-07-14,2021-07-14,Quarta-feira,10386.0
2021-07-15,2021-07-15,Quinta-feira,16085.27
2021-07-16,2021-07-16,Sexta-feira,37812.979999999996
2021-07-17,2021-07-17,Sábado,9760.92
2021-07-18,2021-07-18,Domingo,7569.5
2021-07-19,2021-07-19,Segunda-feira,47588.369999999995
2021-07-20,2021-07-20,Terça-feira,129678.69
2021-07-21,2021-07-21,Quarta-feira,19561.739999999998
2021-07-22,2021-07-22,Quinta-feira,118069.62
2021-07-23,2021-07-23,Sexta-feira,76122.2
2021-07-24,2021-07-24,Sábado,81134.5
2021-07-25,2021-07-25,Domingo,35971.84
2021-07-26,2021-07-26,Segunda-feira,24988.91
2021-07-27,2021-07-27,Terça-feira,99453.22
2021-07-28,2021-07-28,Quarta-feira,93929.14
2021-07-29,2021-07-29,Quinta-feira,69742.56
2021-07-30,2021-07-30,Sexta-feira,63879.54
2021-07-31,2021-07-31,Sábado,137532.93
2021-08-01,2021-08-01,Domingo,54015.119999999995
2021-08-02,2021-08-02,Segunda-feira,122044.56000000001
2021-08-03,2021-08-03,Terça-feira,10979.08
2021-08-04,2021-08-04,Quarta-feira,68459.65
2021-08-05,2021-08-05,Quinta-feira,18886.86
2021-08-06,2021-08-06,Sexta-feira,0.0
2021-08-07,2021-08-07,Sábado,76105.20999999999
2021-08-08,2021-08-08,Domingo,13932.72
2021-08-09,2021-08-09,Segunda-feira,83691.65
2021-08-10,2021-08-10,Terça-feira,71729.75
2021-08-11,2021-08-11,Quarta-feira,19806.18
2021-08-12,2021-08-12,Quinta-feira,42090.009999999995
2021-08-13,2021-08-13,Sexta-feira,19949.09
2021-08-14,2021-08-14,Sábado,62858.89
2021-08-15,2021-08-15,Domingo,57115.74
2021-08-16,2021-08-16,Segunda-feira,2883.52
2021-08-17,2021-08-17,Terça-feira,0.0
2021-08-18,2021-08-18,Quarta-feira,0.0
2021-08-19,2021-08-19,Quinta-feira,127253.2
2021-08-20,2021-08-20,Sexta-feira,156859.75
2021-08-21,2021-08-21,Sábado,40169.2
2021-08-22,2021-08-22,Domingo,0.0
2021-08-23,2021-08-23,Segunda-feira,37522.31
2021-08-24,2021-08-24,Terça-feira,112358.95
2021-08-25,2021-08-25,Quarta-feira,100834.87
2021-08-26,2021-08-26,Quinta-feira,79011.25
2021-08-27,2021-08-27,Sexta-feira,17140.0
2021-08-28,2021-08-28,Sábado,0.0
2021-08-29,2021-08-29,Domingo,77353.26
2021-08-30,2021-08-30,Segunda-feira,30052.54
2021-08-31,2021-08-31,Terça-feira,133351.54
2021-09-01,2021-09-01,Quarta-feira,70884.28
2021-09-02,2021-09-02,Quinta-feira,0.0
2021-09-03,2021-09-03,Sexta-feira,57090.16
2021-09-04,2021-09-04,Sábado,93857.32
2021-09-05,2021-09-05,Domingo,253125.96
2021-09-06,2021-09-06,Segunda-feira,183192.97
2021-09-07,2021-09-07,Terça-feira,168485.3
2021-09-08,2021-09-08,Quarta-feira,13340.8
2021-09-09,2021-09-09,Quinta-feira,20426.16
2021-09-10,2021-09-10,Sexta-feira,75366.82
2021-09-11,2021-09-11,Sábado,83413.81
2021-09-12,2021-09-12,Domingo,112484.37
2021-09-13,2021-09-13,Segunda-feira,23513.41
2021-09-14,2021-09-14,Terça-feira,167556.69
2021-09-15,2021-09-15,Quarta-feira,61583.1
2021-09-16,2021-09-16,Quinta-feira,142605.76
2021-09-17,2021-09-17,Sexta-feira,0.0
2021-09-18,2021-09-18,Sábado,22336.77
2021-09-19,2021-09-19,Domingo,87956.47
2021-09-20,2021-09-20,Segunda-feira,105590.66
2021-09-21,2021-09-21,Terça-feira,131468.91
2021-09-22,2021-09-22,Quarta-feira,22558.54
2021-09-23,2021-09-23,Quinta-feira,60644.56
2021-09-24,2021-09-24,Sexta-feira,97137.78
2021-09-25,2021-09-25,Sábado,91173.87
2021-09-26,2021-09-26,Domingo,2746.74
2021-09-27,2021-09-27,Segunda-feira,67792.15
2021-09-28,2021-09-28,Terça-feira,88920.66
2021-09-29,2021-09-29,Quarta-feira,10039.25
2021-09-30,2021-09-30,Quinta-feira,40621.37
2021-10-01,2021-10-01,Sexta-feira,189989.61
2021-10-02,2021-10-02,Sábado,40364.04
2021-10-03,2021-10-03,Domingo,0.0
2021-10-04,2021-10-04,Segunda-feira,24630.76
2021-10-05,2021-10-05,Terça-feira,349928.31
2021-10-06,2021-10-06,Quarta-feira,60986.48
2021-10-07,2021-10-07,Quinta-feira,12567.96
2021-10-08,2021-10-08,Sexta-feira,224000.62
2021-10-09,2021-10-09,Sábado,99090.97
2021-10-10,2021-10-10,Domingo,37416.08
2021-10-11,2021-10-11,Segunda-feira,269660.45
2021-10-12,2021-10-12,Terça-feira,33515.27
2021-10-13,2021-10-13,Quarta-feira,62335.799999999996
2021-10-14,2021-10-14,Quinta-feira,89369.43000000001
2021-10-15,2021-10-15,Sexta-feira,69767.11
2021-10-16,2021-10-16,Sábado,194845.24
2021-10-17,2021-10-17,Domingo,174765.24000000002
2021-10-18,2021-10-18,Segunda-feira,17367.03
2021-10-19,2021-10-19,Terça-feira,41418.82
2021-10-20,2021-10-20,Quarta-feira,50802.0
2021-10-21,2021-10-21,Quinta-feira,63912.66
2021-10-22,2021-10-22,Sexta-feira,254675.15
2021-10-23,2021-10-23,Sábado,33581.26
2021-10-24,2021-10-24,Domingo,257421.45
2021-10-25,2021-10-25,Segunda-feira,72630.54999999999
2021-10-26,2021-10-26,Terça-feira,156576.65
2021-10-27,2021-10-27,Quarta-feira,74962.32
2021-10-28,2021-10-28,Quinta-feira,94788.29
2021-10-29,2021-10-29,Sexta-feira,141692.24
2021-10-30,2021-10-30,Sábado,133362.52000000002
2021-10-31,2021-10-31,Domingo,118694.92
2021-11-01,2021-11-01,Segunda-feira,106802.5
2021-11-02,2021-11-02,Terça-feira,121544.73999999999
2021-11-03,2021-11-03,Quarta-feira,49173.27
2021-11-04,2021-11-04,Quinta-feira,63660.34
2021-11-05,2021-11-05,Sexta-feira,150759.9
2021-11-06,2021-11-06,Sábado,64124.880000000005
2021-11-07,2021-11-07,Domingo,204985.24
2021-11-08,2021-11-08,Segunda-feira,63183.83
2021-11-09,2021-11-09,Terça-feira,116182.6
2021-11-10,2021-11-10,Quarta-feira,156253.75
2021-11-11,2021-11-11,Quinta-feira,103948.4
2021-11-12,2021-11-12,Sexta-feira,159191.86
2021-11-13,2021-11-13,Sábado,125369.44
2021-11-14,2021-11-14,Domingo,267715.95
2021-11-15,2021-11-15,Segunda-feira,207254.45
2021-11-16,2021-11-16,Terça-feira,108200.2
2021-11-17,2021-11-17,Quarta-feira,182318.64
2021-11-18,2021-11-18,Quinta-feira,124295.77
2021-11-19,2021-11-19,Sexta-feira,307518.16000000003
2021-11-20,2021-11-20,Sábado,225244.71
2021-11-21,2021-11-21,Domingo,244918.46
2021-11-22,2021-11-22,Segunda-feira,55005.579999999994
2021-11-23,2021-11-23,Terça-feira,204667.75
2021-11-24,2021-11-24,Quarta-feira,161048.41999999998
2021-11-25,2021-11-25,Quinta-feira,43212.880000000005
2021-11-26,2021-11-26,Sexta-feira,69332.6
2021-11-27,2021-11-27,Sábado,53077.560000000005
2021-11-28,2021-11-28,Domingo,44465.82
2021-11-29,2021-11-29,Segunda-feira,15612.12
2021-11-30,2021-11-30,Terça-feira,55574.48
2021-12-01,2021-12-01,Quarta-feira,164073.35
2021-12-02,2021-12-02,Quinta-feira,120356.16
2021-12-03,2021-12-03,Sexta-feira,276539.61
2021-12-04,2021-12-04,Sábado,67773.36
2021-12-05,2021-12-05,Domingo,124345.95
2021-12-06,2021-12-06,Segunda-feira,286063.21
2021-12-07,2021-12-07,Terça-feira,138173.37
2021-12-08,2021-12-08,Quarta-feira,237055.05
2021-12-09,2021-12-09,Quinta-feira,47265.95
2021-12-10,2021-12-10,Sexta-feira,243275.66
2021-12-11,2021-12-11,Sábado,323047.26
2021-12-12,2021-12-12,Domingo,159608.9
2021-12-13,2021-12-13,Segunda-feira,52728.16
2021-12-14,2021-12-14,Terça-feira,188258.23
2021-12-15,2021-12-15,Quarta-feira,248121.68
2021-12-16,2021-12-16,Quinta-feira,204333.07
2021-12-17,2021-12-17,Sexta-feira,102751.01
2021-12-18,2021-12-18,Sábado,286679.95
2021-12-19,2021-12-19,Domingo,31007.0
2021-12-20,2021-12-20,Segunda-feira,39070.270000000004
2021-12-21,2021-12-21,Terça-feira,208790.54
2021-12-22,2021-12-22,Quarta-feira,287330.75
2021-12-23,2021-12-23,Quinta-feira,199590.65
2021-12-24,2021-12-24,Sexta-feira,180540.23
2021-12-25,2021-12-25,Sábado,95769.45
2021-12-26,2021-12-26,Domingo,123984.35
2021-12-27,2021-12-27,Segunda-feira,156483.16
2021-12-28,2021-12-28,Terça-feira,22642.27
2021-12-29,2021-12-29,Quarta-feira,116411.27
2021-12-30,2021-12-30,Quinta-feira,94598.86
2021-12-31,2021-12-31,Sexta-feira,190933.06
2022-01-01,2022-01-01,Sábado,226036.79
2022-01-02,2022-01-02,Domingo,245386.51
2022-01-03,2022-01-03,Segunda-feira,113725.48999999999
2022-01-04,2022-01-04,Terça-feira,251942.53
2022-01-05,2022-01-05,Quarta-feira,271529.24
2022-01-06,2022-01-06,Quinta-feira,120007.81
2022-01-07,2022-01-07,Sexta-feira,192602.76
2022-01-08,2022-01-08,Sábado,245226.51
2022-01-09,2022-01-09,Domingo,156770.13
2022-01-10,2022-01-10,Segunda-feira,107678.25
2022-01-11,2022-01-11,Terça-feira,393773.92
2022-01-12,2022-01-12,Quarta-feira,276257.05
2022-01-13,2022-01-13,Quinta-feira,301829.71
2022-01-14,2022-01-14,Sexta-feira,162751.69
2022-01-15,2022-01-15,Sábado,180939.67
2022-01-16,2022-01-16,Domingo,130735.20999999999
2022-01-17,2022-01-17,Segunda-feira,38661.240000000005
2022-01-18,2022-01-18,Terça-feira,15817.0
2022-01-19,2022-01-19,Quarta-feira,208867.45
2022-01-20,2022-01-20,Quinta-feira,400415.07
2022-01-21,2022-01-21,Sexta-feira,90671.54
2022-01-22,2022-01-22,Sábado,135357.66999999998
2022-01-23,2022-01-23,Domingo,100548.06999999999
2022-01-24,2022-01-24,Segunda-feira,198565.02000000002
2022-01-25,2022-01-25,Terça-feira,231049.75
2022-01-26,2022-01-26,Quarta-feira,254511.40999999997
2022-01-27,2022-01-27,Quinta-feira,151667.23
2022-01-28,2022-01-28,Sexta-feira,282599.05
2022-01-29,2022-01-29,Sábado,147761.19
2022-01-30,2022-01-30,Domingo,267229.4
2022-01-31,2022-01-31,Segunda-feira,142918.18
2022-02-01,2022-02-01,Terça-feira,226665.68
2022-02-02,2022-02-02,Quarta-feira,206390.74
2022-02-03,2022-02-03,Quinta-feira,203627.75
2022-02-04,2022-02-04,Sexta-feira,282060.37
2022-02-05,2022-02-05,Sábado,189800.87
2022-02-06,2022-02-06,Domingo,113483.36
2022-02-07,2022-02-07,Segunda-feira,121244.52
2022-02-08,2022-02-08,Terça-feira,142065.26
2022-02-09,2022-02-09,Quarta-feira,190815.01
2022-02-10,2022-02-10,Quinta-feira,418575.39
2022-02-11,2022-02-11,Sexta-feira,46769.31
2022-02-12,2022-02-12,Sábado,255152.77000000002
2022-02-13,2022-02-13,Domingo,119296.84
2022-02-14,2022-02-14,Segunda-feira,113140.12
2022-02-15,2022-02-15,Terça-feira,127464.67
2022-02-16,2022-02-16,Quarta-feira,306764.95999999996
2022-02-17,2022-02-17,Quinta-feira,215432.76
2022-02-18,2022-02-18,Sexta-feira,191017.9
2022-02-19,2022-02-19,Sábado,286528.71
2022-02-20,2022-02-20,Domingo,103322.36
2022-02-21,2022-02-21,Segunda-feira,60100.71000000001
2022-02-22,2022-02-22,Terça-feira,461156.98
2022-02-23,2022-02-23,Quarta-feira,52105.67
2022-02-24,2022-02-24,Quinta-feira,220548.41999999998
2022-02-25,2022-02-25,Sexta-feira,305705.09
2022-02-26,2022-02-26,Sábado,192915.5
2022-02-27,2022-02-27,Domingo,162871.73
2022-02-28,2022-02-28,Segunda-feira,214201.38999999998
2022-03-01,2022-03-01,Terça-feira,79536.31
2022-03-02,2022-03-02,Quarta-feira,155141.71000000002
2022-03-03,2022-03-03,Quinta-feira,179059.46
2022-03-04,2022-03-04,Sexta-feira,286632.76
2022-03-05,2022-03-05,Sábado,193618.04
2022-03-06,2022-03-06,Domingo,322942.7
2022-03-07,2022-03-07,Segunda-feira,145462.46
2022-03-08,2022-03-08,Terça-feira,92063.66
2022-03-09,2022-03-09,Quarta-feira,112883.07
2022-03-10,2022-03-10,Quinta-feira,234830.28
2022-03-11,2022-03-11,Sexta-feira,331892.63
2022-03-12,2022-03-12,Sábado,191612.03
2022-03-13,2022-03-13,Domingo,117437.05
2022-03-14,2022-03-14,Segunda-feira,151027.95
2022-03-15,2022-03-15,Terça-feira,31666.559999999998
2022-03-16,2022-03-16,Quarta-feira,179880.72
2022-03-17,2022-03-17,Quinta-feira,253160.28
2022-03-18,2022-03-18,Sexta-feira,187699.38
2022-03-19,2022-03-19,Sábado,269371.06
2022-03-20,2022-03-20,Domingo,218465.69999999998
2022-03-21,2022-03-21,Segunda-feira,235300.59
2022-03-22,2022-03-22,Terça-feira,157593.13
2022-03-23,2022-03-23,Quarta-feira,200585.56
2022-03-24,2022-03-24,Quinta-feira,157079.27
2022-03-25,2022-03-25,Sexta-feira,180912.65
2022-03-26,2022-03-26,Sábado,71112.92
2022-03-27,2022-03-27,Domingo,101343.35
2022-03-28,2022-03-28,Segunda-feira,121429.02
2022-03-29,2022-03-29,Terça-feira,200254.27
2022-03-30,2022-03-30,Quarta-feira,150440.61
2022-03-31,2022-03-31,Quinta-feira,55859.909999999996
2022-04-01,2022-04-01,Sexta-feira,217136.0
2022-04-02,2022-04-02,Sábado,91614.12
2022-04-03,2022-04-03,Domingo,133941.07
2022-04-04,2022-04-04,Segunda-feira,31394.33
2022-04-05,2022-04-05,Terça-feira,265082.8
2022-04-06,2022-04-06,Quarta-feira,170913.04
2022-04-07,2022-04-07,Quinta-feira,92715.69
2022-04-08,2022-04-08,Sexta-feira,158644.31
2022-04-09,2022-04-09,Sábado,142836.4
2022-04-10,2022-04-10,Domingo,160270.50999999998
2022-04-11,2022-04-11,Segunda-feira,205576.18
2022-04-12,2022-04-12,Terça-feira,188906.03
2022-04-13,2022-04-13,Quarta-feira,204058.24
2022-04-14,2022-04-14,Quinta-feira,80495.48
2022-04-15,2022-04-15,Sexta-feira,248380.58000000002
2022-04-16,2022-04-16,Sábado,135832.49
2022-04-17,2022-04-17,Domingo,52167.8
2022-04-18,2022-04-18,Segunda-feira,7226.94
2022-04-19,2022-04-19,Terça-feira,73515.68000000001
2022-04-20,2022-04-20,Quarta-feira,213045.22
2022-04-21,2022-04-21,Quinta-feira,139146.86
2022-04-22,2022-04-22,Sexta-feira,343084.35
2022-04-23,2022-04-23,Sábado,282758.6
2022-04-24,2022-04-24,Domingo,114927.91
2022-04-25,2022-04-25,Segunda-feira,192258.0
2022-04-26,2022-04-26,Terça-feira,196682.89
2022-04-27,2022-04-27,Quarta-feira,110610.5
2022-04-28,2022-04-28,Quinta-feira,0.0
2022-04-29,2022-04-29,Sexta-feira,132154.25
2022-04-30,2022-04-30,Sábado,141367.49
2022-05-01,2022-05-01,Domingo,245668.18
2022-05-02,2022-05-02,Segunda-feira,132295.30000000002
2022-05-03,2022-05-03,Terça-feira,127387.9
2022-05-04,2022-05-04,Quarta-feira,154364.98
2022-05-05,2022-05-05,Quinta-feira,64860.73
2022-05-06,2022-05-06,Sexta-feira,94683.44
2022-05-07,2022-05-07,Sábado,212670.84
2022-05-08,2022-05-08,Domingo,23469.45
2022-05-09,2022-05-09,Segunda-feira,23348.54
2022-05-10,2022-05-10,Terça-feira,20910.02
2022-05-11,2022-05-11,Quarta-feira,56617.23
2022-05-12,2022-05-12,Quinta-feira,118427.02
2022-05-13,2022-05-13,Sexta-feira,193393.59
2022-05-14,2022-05-14,Sábado,91231.62
2022-05-15,2022-05-15,Domingo,201552.58000000002
2022-05-16,2022-05-16,Segunda-feira,116557.67000000001
2022-05-17,2022-05-17,Terça-feira,85129.23999999999
2022-05-18,2022-05-18,Quarta-feira,173829.7
2022-05-19,2022-05-19,Quinta-feira,51852.58
2022-05-20,2022-05-20,Sexta-feira,59247.08
2022-05-21,2022-05-21,Sábado,76888.31
2022-05-22,2022-05-22,Domingo,0.0
2022-05-23,2022-05-23,Segunda-feira,83177.7
2022-05-24,2022-05-24,Terça-feira,120377.66
2022-05-25,2022-05-25,Quarta-feira,52027.23
2022-05-26,2022-05-26,Quinta-feira,16335.3
2022-05-27,2022-05-27,Sexta-feira,242909.83
2022-05-28,2022-05-28,Sábado,157628.28
2022-05-29,2022-05-29,Domingo,119948.86
2022-05-30,2022-05-30,Segunda-feira,25117.620000000003
2022-05-31,2022-05-31,Terça-feira,191608.65
2022-06-01,2022-06-01,Quarta-feira,13952.36
2022-06-02,2022-06-02,Quinta-feira,51327.88
2022-06-03,2022-06-03,Sexta-feira,9114.05
2022-06-04,2022-06-04,Sábado,111141.98999999999
2022-06-05,2022-06-05,Domingo,69432.84
2022-06-06,2022-06-06,Segunda-feira,205935.18
2022-06-07,2022-06-07,Terça-feira,0.0
2022-06-08,2022-06-08,Quarta-feira,60864.630000000005
2022-06-09,2022-06-09,Quinta-feira,99330.81
2022-06-10,2022-06-10,Sexta-feira,96496.77
2022-06-11,2022-06-11,Sábado,172878.74
2022-06-12,2022-06-12,Domingo,67100.66
2022-06-13,2022-06-13,Segunda-feira,16746.83
2022-06-14,2022-06-14,Terça-feira,8789.18
2022-06-15,2022-06-15,Quarta-feira,107242.20999999999
2022-06-16,2022-06-16,Quinta-feira,99059.05
2022-06-17,2022-06-17,Sexta-feira,83249.65
2022-06-18,2022-06-18,Sábado,10606.23
2022-06-19,2022-06-19,Domingo,38618.61
2022-06-20,2022-06-20,Segunda-feira,16956.1
2022-06-21,2022-06-21,Terça-feira,39523.41
2022-06-22,2022-06-22,Quarta-feira,49376.75
2022-06-23,2022-06-23,Quinta-feira,0.0
2022-06-24,2022-06-24,Sexta-feira,71525.19
2022-06-25,2022-06-25,Sábado,57431.02
2022-06-26,2022-06-26,Domingo,94511.58
2022-06-27,2022-06-27,Segunda-feira,126964.33
2022-06-28,2022-06-28,Terça-feira,30519.37
2022-06-29,2022-06-29,Quarta-feira,0.0
2022-06-30,2022-06-30,Quinta-feira,107994.31999999999
2022-07-01,2022-07-01,Sexta-feira,67190.0
2022-07-02,2022-07-02,Sábado,127555.36
2022-07-03,2022-07-03,Domingo,75093.27
2022-07-04,2022-07-04,Segunda-feira,54846.26
2022-07-05,2022-07-05,Terça-feira,161029.27
2022-07-06,2022-07-06,Quarta-feira,107480.14
2022-07-07,2022-07-07,Quinta-feira,37911.63
2022-07-08,2022-07-08,Sexta-feira,27415.04
2022-07-09,2022-07-09,Sábado,64497.08
2022-07-10,2022-07-10,Domingo,70458.74
2022-07-11,2022-07-11,Segunda-feira,33589.89
2022-07-12,2022-07-12,Terça-feira,21163.62
2022-07-13,2022-07-13,Quarta-feira,103841.48000000001
2022-07-14,2022-07-14,Quinta-feira,3684.82
2022-07-15,2022-07-15,Sexta-feira,147496.97
2022-07-16,2022-07-16,Sábado,0.0
2022-07-17,2022-07-17,Domingo,131128.75
2022-07-18,2022-07-18,Segunda-feira,43933.89
2022-07-19,2022-07-19,Terça-feira,100849.27
2022-07-20,2022-07-20,Quarta-feira,63044.91
2022-07-21,2022-07-21,Quinta-feira,43359.32
2022-07-22,2022-07-22,Sexta-feira,0.0
2022-07-23,2022-07-23,Sábado,88573.1
2022-07-24,2022-07-24,Domingo,73243.03
2022-07-25,2022-07-25,Segunda-feira,132897.97999999998
2022-07-26,2022-07-26,Terça-feira,3315.57
2022-07-27,2022-07-27,Quarta-feira,43993.43
2022-07-28,2022-07-28,Quinta-feira,0.0
2022-07-29,2022-07-29,Sexta-feira,80653.6
2022-07-30,2022-07-30,Sábado,17031.36
2022-07-31,2022-07-31,Domingo,57974.53
2022-08-01,2022-08-01,Segunda-feira,0.0
2022-08-02,2022-08-02,Terça-feira,65676.46
2022-08-03,2022-08-03,Quarta-feira,115991.41999999998
2022-08-04,2022-08-04,Quinta-feira,28447.61
2022-08-05,2022-08-05,Sexta-feira,50240.35
2022-08-06,2022-08-06,Sábado,42916.74
2022-08-07,2022-08-07,Domingo,1198.08
2022-08-08,2022-08-08,Segunda-feira,69483.15000000001
2022-08-09,2022-08-09,Terça-feira,211183.83
2022-08-10,2022-08-10,Quarta-feira,0.0
2022-08-11,2022-08-11,Quinta-feira,0.0
2022-08-12,2022-08-12,Sexta-feira,30313.170000000002
2022-08-13,2022-08-13,Sábado,83681.23999999999
2022-08-14,2022-08-14,Domingo,31954.449999999997
2022-08-15,2022-08-15,Segunda-feira,144967.71000000002
2022-08-16,2022-08-16,Terça-feira,48060.619999999995
2022-08-17,2022-08-17,Quarta-feira,110695.9
2022-08-18,2022-08-18,Quinta-feira,66376.14
2022-08-19,2022-08-19,Sexta-feira,4610.13
2022-08-20,2022-08-20,Sábado,90355.03
2022-08-21,2022-08-21,Domingo,182320.89
2022-08-22,2022-08-22,Segunda-feira,27907.81
2022-08-23,2022-08-23,Terça-feira,47517.119999999995
2022-08-24,2022-08-24,Quarta-feira,0.0
2022-08-25,2022-08-25,Quinta-feira,92806.02
2022-08-26,2022-08-26,Sexta-feira,22079.75
2022-08-27,2022-08-27,Sábado,178733.38
2022-08-28,2022-08-28,Domingo,23288.8
2022-08-29,2022-08-29,Segunda-feira,49093.74
2022-08-30,2022-08-30,Terça-feira,143023.31
2022-08-31,2022-08-31,Quarta-feira,129920.88
2022-09-01,2022-09-01,Quinta-feira,254952.85
2022-09-02,2022-09-02,Sexta-feira,74182.70999999999
2022-09-03,2022-09-03,Sábado,102522.93000000001
2022-09-04,2022-09-04,Domingo,114775.77
2022-09-05,2022-09-05,Segunda-feira,76072.64
2022-09-06,2022-09-06,Terça-feira,103450.72
2022-09-07,2022-09-07,Quarta-feira,39859.29
2022-09-08,2022-09-08,Quinta-feira,85411.35
2022-09-09,2022-09-09,Sexta-feira,150825.55
2022-09-10,2022-09-10,Sábado,113412.60999999999
2022-09-11,2022-09-11,Domingo,60056.59
2022-09-12,2022-09-12,Segunda-feira,31873.68
2022-09-13,2022-09-13,Terça-feira,30917.11
2022-09-14,2022-09-14,Quarta-feira,325504.9
2022-09-15,2022-09-15,Quinta-feira,23491.48
2022-09-16,2022-09-16,Sexta-feira,80063.43000000001
2022-09-17,2022-09-17,Sábado,20971.35
2022-09-18,2022-09-18,Domingo,63537.58
2022-09-19,2022-09-19,Segunda-feira,46661.990000000005
2022-09-20,2022-09-20,Terça-feira,66018.26
2022-09-21,2022-09-21,Quarta-feira,69021.07
2022-09-22,2022-09-22,Quinta-feira,32609.480000000003
2022-09-23,2022-09-23,Sexta-feira,176366.91
2022-09-24,2022-09-24,Sábado,60330.060000000005
2022-09-25,2022-09-25,Domingo,148518.06
2022-09-26,2022-09-26,Segunda-feira,49219.47
2022-09-27,2022-09-27,Terça-feira,87097.62
2022-09-28,2022-09-28,Quarta-feira,36109.990000000005
2022-09-29,2022-09-29,Quinta-feira,88268.86
2022-09-30,2022-09-30,Sexta-feira,15470.21
2022-10-01,2022-10-01,Sábado,229993.84
2022-10-02,2022-10-02,Domingo,78705.94
2022-10-03,2022-10-03,Segunda-feira,110092.23000000001
2022-10-04,2022-10-04,Terça-feira,195932.48
2022-10-05,2022-10-05,Quarta-feira,69226.11
2022-10-06,2022-10-06,Quinta-feira,0.0
2022-10-07,2022-10-07,Sexta-feira,217328.87
2022-10-08,2022-10-08,Sábado,280574.34
2022-10-09,2022-10-09,Domingo,108945.09
2022-10-10,2022-10-10,Segunda-feira,123783.02
2022-10-11,2022-10-11,Terça-feira,208470.81
2022-10-12,2022-10-12,Quarta-feira,237547.55
2022-10-13,2022-10-13,Quinta-feira,193758.45
2022-10-14,2022-10-14,Sexta-feira,16397.21
2022-10-15,2022-10-15,Sábado,176066.86
2022-10-16,2022-10-16,Domingo,144130.84
2022-10-17,2022-10-17,Segunda-feira,90644.42
2022-10-18,2022-10-18,Terça-feira,166769.8
2022-10-19,2022-10-19,Quarta-feira,231724.43
2022-10-20,2022-10-20,Quinta-feira,132514.6
2022-10-21,2022-10-21,Sexta-feira,166655.14
2022-10-22,2022-10-22,Sábado,122993.06
2022-10-23,2022-10-23,Domingo,124807.81
2022-10-24,2022-10-24,Segunda-feira,8471.23
2022-10-25,2022-10-25,Terça-feira,24291.88
2022-10-26,2022-10-26,Quarta-feira,209114.35
2022-10-27,2022-10-27,Quinta-feira,212450.66
2022-10-28,2022-10-28,Sexta-feira,102886.23999999999
2022-10-29,2022-10-29,Sábado,218883.18
2022-10-30,2022-10-30,Domingo,82594.49
2022-10-31,2022-10-31,Segunda-feira,306798.82
2022-11-01,2022-11-01,Terça-feira,273825.31
2022-11-02,2022-11-02,Quarta-feira,182441.36
2022-11-03,2022-11-03,Quinta-feira,180310.61
2022-11-04,2022-11-04,Sexta-feira,95332.48999999999
2022-11-05,2022-11-05,Sábado,105420.19
2022-11-06,2022-11-06,Domingo,161935.05
2022-11-07,2022-11-07,Segunda-feira,161382.68
2022-11-08,2022-11-08,Terça-feira,27085.19
2022-11-09,2022-11-09,Quarta-feira,136254.46
2022-11-10,2022-11-10,Quinta-feira,156814.45
2022-11-11,2022-11-11,Sexta-feira,155297.46000000002
2022-11-12,2022-11-12,Sábado,209214.24
2022-11-13,2022-11-13,Domingo,102476.11
2022-11-14,2022-11-14,Segunda-feira,217695.91
2022-11-15,2022-11-15,Terça-feira,173252.32
2022-11-16,2022-11-16,Quarta-feira,47044.82
2022-11-17,2022-11-17,Quinta-feira,134595.43
2022-11-18,2022-11-18,Sexta-feira,15408.9
2022-11-19,2022-11-19,Sábado,177225.74
2022-11-20,2022-11-20,Domingo,114774.05
2022-11-21,2022-11-21,Segunda-feira,101955.42
2022-11-22,2022-11-22,Terça-feira,153328.48
2022-11-23,2022-11-23,Quarta-feira,359442.98
